RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,TotalTimesLate,IncomePerPerson
0.654638727,38,0,0.05399568,4166.0,4,0,0,0,0.0,0,4166.0
0.106456549,48,0,2352,0.0,8,0,2,0,2.0,0,0.0
0.734161667,46,0,0.438546788,12000.0,13,0,3,0,2.0,0,4000.0
0.071856287,27,0,1,0.0,3,0,0,0,0.0,0,0.0
0.936075995,50,0,0.642196045,4753.0,9,0,2,0,4.0,0,950.6
0,64,0,0.129025468,4750.0,12,0,0,0,1.0,0,2375.0
0.426977527,65,0,0.238258416,4960.0,3,0,1,0,1.0,0,2480.0
0.092228132,43,0,0.471700249,8833.0,11,0,3,0,0.0,0,8833.0
0.446655334,46,0,0.266933267,4000.0,9,0,0,0,1.0,0,2000.0
0.841513207,66,1,0.213615302,8416.0,5,0,1,0,0.0,1,8416.0
0.031904415,39,0,0.373311428,5477.0,5,0,1,0,3.0,0,1369.25
0.697413583,63,0,0.175214811,11288.0,12,0,1,0,3.0,0,2822.0
0.066997767,66,0,0.004719811,25000.0,6,0,0,0,0.0,0,25000.0
0.310031943,57,3,0.530503413,4687.0,17,0,1,0,0.0,3,4687.0
0.014422204,61,0,0.628685657,2000.0,8,0,1,0,0.0,0,2000.0
0.405133431,28,0,0.550979608,2500.0,7,0,1,0,0.0,0,2500.0
0.948051948,33,0,0.067528073,6500.0,2,0,0,0,0.0,0,6500.0
0.66553275,50,0,0.380451128,7314.0,7,0,0,0,2.0,0,2438.0
0.014028999,40,0,0.250100482,9951.0,5,0,2,0,3.0,0,2487.75
0.573178713,32,0,0.385108086,3746.0,9,0,0,0,3.0,0,936.5
0.576952661,61,0,156.803.995,800.0,7,0,1,0,0.0,0,800.0
0.396323338,59,0,0.428782652,6086.0,7,0,1,1,0.0,1,6086.0
1100,36,0,0.206034637,5600.0,4,0,1,0,1.0,0,2800.0
0.150971778,53,0,0.465404613,7500.0,8,0,3,0,0.0,0,7500.0
1.022.703.603,44,2,0.200471991,8050.0,6,2,0,2,1.0,6,4025.0
1.033.630.249,48,1,0.539093091,7916.0,4,5,1,2,4.0,8,1583.2
0.595654075,53,1,0.322879738,11000.0,9,0,1,0,0.0,1,11000.0
0.9999999,39,0,0.247412982,2125.0,2,0,0,0,0.0,0,2125.0
0.323220238,34,0,0.304616849,2100.0,6,0,0,0,0.0,0,2100.0
0.500893502,41,0,0.379260751,6952.0,11,0,2,0,2.0,0,2317.3333333333335
0.054058674,56,0,0.338863338,6087.0,11,0,1,0,0.0,0,6087.0
0.014404587,81,1,0.324509617,5250.0,4,0,1,0,0.0,1,5250.0
0.06357457,35,0,0.189400883,12000.0,11,0,2,0,4.0,0,2400.0
0.16337034,39,0,0.395017794,5900.0,8,0,2,0,1.0,0,2950.0
0.9999999,34,0,0,0.0,0,0,0,0,0.0,0,0.0
0,38,0,0.452364941,4460.0,3,1,1,1,0.0,2,4460.0
0.061496925,62,0,0.179251,8250.0,3,0,1,0,1.0,0,4125.0
0.02413269,63,0,765,0.0,4,0,0,0,0.0,0,0.0
0.974155834,40,2,0.600924054,3462.0,2,0,1,0,0.0,2,3462.0
0.802079924,44,0,0.226835964,2913.0,3,0,0,0,2.0,0,971.0
0.625084785,65,0,0.813998409,8800.0,28,0,2,0,0.0,0,8800.0
0.706629337,33,0,0.400401909,3980.0,2,0,1,0,2.0,0,1326.6666666666667
0.351443124,32,0,0.636363636,9250.0,5,0,2,0,1.0,0,4625.0
0,68,0,0.269023828,1300.0,5,0,0,0,0.0,0,1300.0
0.335552005,42,0,0.386165346,40000.0,8,0,2,0,5.0,0,6666.666666666667
0.9999999,55,0,0.156259612,3250.0,5,0,0,0,4.0,0,650.0
1.035.171.863,40,3,0.651304831,1800.0,6,3,0,1,3.0,7,450.0
0.388404838,35,0,0.312152408,8450.0,8,0,2,0,3.0,0,2112.5
0.01090843,51,0,0.221111325,5200.0,3,0,1,0,4.0,0,1040.0
0.212002316,63,0,0.239883629,3780.0,7,0,1,0,1.0,0,1890.0
0.056665131,50,1,0.349564808,4250.0,10,0,1,0,2.0,1,1416.6666666666667
0.016279054,69,0,0.504199664,4166.0,12,0,1,0,0.0,0,4166.0
0.9999999,42,0,0.893328308,5305.0,5,0,2,0,0.0,0,5305.0
0.9999999,51,1,0.291170883,10000.0,9,0,2,0,0.0,1,10000.0
0.377550561,56,0,0.328572147,19882.0,8,0,2,0,1.0,0,9941.0
1.180.327.869,49,1,0.616717771,7500.0,9,0,2,0,0.0,1,7500.0
0.065244563,88,0,0.011788826,1950.0,2,0,0,0,0.0,0,1950.0
0.158461099,54,1,0.084971676,3000.0,6,0,0,0,0.0,1,3000.0
0.223677632,67,0,0.326283407,5200.0,4,0,1,0,2.0,0,1733.3333333333333
0.121641596,34,0,0.238547969,2313.0,4,0,0,0,0.0,0,2313.0
0.003881557,71,0,0.117237953,6038.0,5,0,1,0,0.0,0,6038.0
0.386479384,32,0,0.504623844,4000.0,9,0,2,0,1.0,0,2000.0
0.903123346,47,0,0.342544069,8395.0,8,0,2,0,0.0,0,8395.0
0.765085128,64,1,4.480.542.663,2800.0,19,3,2,0,0.0,4,2800.0
0.013449664,51,0,0.118347772,12927.0,3,0,1,0,0.0,0,12927.0
0.9999999,26,0,0.16872428,1457.0,1,0,0,0,1.0,0,728.5
0.169241956,26,0,0.005623828,4800.0,5,0,0,0,0.0,0,4800.0
0.581513568,74,2,0.634363718,8863.0,17,0,4,1,1.0,3,4431.5
0.9999999,61,0,0,4167.0,0,0,0,0,0.0,0,4167.0
0.277921202,52,0,0.451249719,4440.0,15,0,0,0,1.0,0,2220.0
0.009237802,66,0,0.334547532,14000.0,14,0,2,0,0.0,0,14000.0
0,38,0,0.637093367,7100.0,10,0,1,0,0.0,0,7100.0
0.94011976,38,0,0.248978075,2690.0,4,1,0,1,1.0,2,1345.0
0.063324061,69,0,0.363797468,3949.0,16,0,2,0,1.0,0,1974.5
0.07247511,70,0,0.284716919,9166.0,5,0,2,0,1.0,0,4583.0
0.015451114,65,0,1.729.459.499,6900.0,14,0,4,0,1.0,0,3450.0
0.959537803,29,0,0.399000416,2400.0,3,0,0,0,1.0,0,1200.0
0.011544817,51,0,0.408287968,9000.0,17,0,2,0,1.0,0,4500.0
0.034332618,35,0,0.289311091,6473.0,10,0,2,0,0.0,0,6473.0
0.9999999,52,0,0.234618916,6533.0,8,1,2,0,1.0,1,3266.5
0.00531022,67,0,0.006569552,3500.0,24,0,0,0,0.0,0,3500.0
0.9999999,85,0,0.169491525,2418.0,3,0,0,0,0.0,0,2418.0
0,64,0,0,2500.0,3,0,0,0,0.0,0,2500.0
0.0829481,66,0,0.413161183,2400.0,4,0,1,0,0.0,0,2400.0
0.069731009,55,0,0.327367263,10000.0,7,0,1,0,0.0,0,10000.0
0,33,0,0,1732.0,2,0,0,0,0.0,0,1732.0
0.45416272,46,0,0.314644608,3263.0,5,0,1,0,1.0,0,1631.5
0.012812333,68,0,0.254758419,6146.0,11,0,1,0,0.0,0,6146.0
3.067.762.719,40,0,0.361046432,7300.0,7,1,2,0,4.0,1,1460.0
0.836014517,41,1,0.148932995,6700.0,11,0,0,0,0.0,1,6700.0
0.188514357,51,0,0.704329461,946.0,4,0,1,0,0.0,0,946.0
0.2208056,51,0,0.307025465,5536.0,5,0,1,0,2.0,0,1845.3333333333333
0.317984571,64,0,0.251974347,18866.0,12,0,2,0,0.0,0,18866.0
0.028620229,76,0,0.009073769,8485.0,13,0,0,0,0.0,0,8485.0
0.014341335,36,0,0.05265789,6000.0,11,0,0,0,0.0,0,6000.0
0.142620944,55,1,0.795693412,3900.0,22,0,3,0,1.0,1,1950.0
0.020639901,77,0,0.186513995,3929.0,13,0,1,0,0.0,0,3929.0
0.863136863,51,0,0.149306675,3100.0,3,0,0,0,0.0,0,3100.0
0.030506931,52,0,0.127838287,10833.0,13,0,0,0,2.0,0,3611.0
0.357452446,42,1,0.35110601,9583.0,11,0,2,0,2.0,1,3194.3333333333335
0.00049995,47,0,0.668586513,8333.0,5,0,2,0,0.0,0,8333.0
0.9999999,50,0,0.061082737,4894.0,2,0,0,0,0.0,0,4894.0
0.024739048,72,0,0.462306994,1100.0,3,0,0,0,0.0,0,1100.0
1.016.469.619,34,0,0.202399859,5666.0,4,0,0,0,2.0,0,1888.6666666666667
0.31694169,38,0,0.614967152,3500.0,13,0,1,0,1.0,0,1750.0
0.289236921,36,0,0.388502616,13950.0,9,0,2,0,0.0,0,13950.0
1.060.091.253,36,0,0.601358149,3975.0,10,0,2,0,1.0,0,1987.5
0,32,1,0.502874281,4000.0,10,0,1,0,1.0,1,2000.0
0.241546731,26,0,0.040602489,3053.0,4,0,0,0,0.0,0,3053.0
0.67218469,47,0,0.538637338,7000.0,6,0,1,0,0.0,0,7000.0
0.13291791,39,0,0.200535136,7100.0,22,0,0,0,2.0,0,2366.6666666666665
0,62,0,0.501249375,2000.0,6,0,0,0,0.0,0,2000.0
0.419302183,31,0,0.44419004,3493.0,7,0,1,0,0.0,0,3493.0
0.222555489,44,0,0.139472106,3333.0,6,0,0,0,3.0,0,833.25
0.207056117,37,1,0.532917063,7366.0,17,0,1,0,2.0,1,2455.3333333333335
0.239509374,54,1,0.247357992,9083.0,15,0,1,0,0.0,1,9083.0
0.609560994,46,4,0.282960954,14008.0,7,0,1,0,2.0,4,4669.333333333333
0.902819436,29,0,0.909718056,3333.0,7,0,1,0,0.0,0,3333.0
0.154802825,63,1,0.484404159,3750.0,6,0,1,0,2.0,1,1250.0
0,66,0,0.332365747,6200.0,4,0,1,0,0.0,0,6200.0
0.011591895,88,0,0.00056243,5333.0,2,0,0,0,0.0,0,5333.0
0.027165912,67,0,0.264155331,8600.0,10,0,2,0,1.0,0,4300.0
0.213304852,30,0,0.184359296,3183.0,7,0,0,0,0.0,0,3183.0
0.626408777,71,0,0.409400124,3233.0,9,0,1,0,1.0,0,1616.5
0.307192695,36,0,0.358906346,4900.0,8,0,1,0,2.0,0,1633.3333333333333
0.315912315,44,0,0.148514851,1817.0,5,0,0,0,1.0,0,908.5
1.086.373.944,62,2,0.4174872,2538.0,6,1,0,0,0.0,3,2538.0
0.346970458,39,0,0.096829477,2333.0,3,0,0,0,0.0,0,2333.0
0.465537928,27,0,0.190615836,3750.0,6,0,0,0,0.0,0,3750.0
0.213883365,45,0,0.305105287,6600.0,21,0,1,0,2.0,0,2200.0
0.407119763,37,0,0.741029641,8332.0,10,0,3,0,1.0,0,4166.0
0.292231736,33,0,5.423.529.412,84.0,2,0,0,0,0.0,0,84.0
0.766747607,27,0,0.877613987,2916.0,9,0,2,0,1.0,0,1458.0
0.437186552,37,1,0.430443395,6562.0,8,0,1,0,1.0,1,3281.0
0.482385848,39,0,0.380089374,12083.0,21,0,2,0,2.0,0,4027.6666666666665
0.056198939,54,0,0.130722279,7863.0,16,0,1,0,4.0,0,1572.6
0,55,0,0.326552795,6439.0,10,0,1,0,0.0,0,6439.0
0.040448989,36,0,0.070133205,6230.0,4,0,0,0,1.0,0,3115.0
0.499750025,60,0,2.009.569.378,417.0,2,0,1,0,0.0,0,417.0
0.123224705,65,0,0.426769685,8800.0,14,0,2,0,0.0,0,8800.0
0.229371389,54,0,0.351329734,5000.0,11,0,1,0,1.0,0,2500.0
0.001135322,74,0,0.129350556,5573.0,6,0,1,0,1.0,0,2786.5
0.303335733,38,0,0.315640881,7083.0,12,0,2,0,0.0,0,7083.0
0.112876573,31,0,0.096527904,5500.0,9,0,0,0,0.0,0,5500.0
0.736991057,40,0,0.38769171,5150.0,6,0,1,0,2.0,0,1716.6666666666667
0.019910226,43,0,0.083144025,2200.0,3,0,0,0,0.0,0,2200.0
0.25707796,65,0,0.33727712,6000.0,18,0,1,0,1.0,0,3000.0
0.392637582,49,0,0.325794956,7295.0,14,0,1,0,3.0,0,1823.75
0.243221622,60,0,255,0.0,5,0,0,0,0.0,0,0.0
0.945505449,48,0,0.152711822,4000.0,4,0,0,1,0.0,1,4000.0
1.021.932.654,62,0,0.282202267,6792.0,6,0,2,1,1.0,1,3396.0
0.006591029,67,0,0.328318257,10833.0,14,0,2,0,1.0,0,5416.5
0.12059822,61,0,0.834866054,2500.0,15,0,1,0,0.0,0,2500.0
0.228067125,72,0,0.344472362,3979.0,6,0,1,0,2.0,0,1326.3333333333333
0.013160866,55,0,0.302696753,5450.0,15,0,4,0,0.0,0,5450.0
0.071271016,39,0,0.568250481,3640.0,10,0,2,0,0.0,0,3640.0
0.158178964,52,0,0.286856798,6626.0,6,0,1,0,0.0,0,6626.0
0.567755229,54,0,0.223847019,8000.0,11,0,1,0,0.0,0,8000.0
0.194669757,55,0,0.392921416,3333.0,9,0,0,0,0.0,0,3333.0
0.9999999,22,0,0.545060659,1153.0,4,0,0,0,0.0,0,1153.0
0.498010795,48,0,0.374909091,8249.0,8,1,1,0,3.0,1,2062.25
0.026417428,68,0,0.117492788,7625.0,11,0,0,0,1.0,0,3812.5
0.000978155,42,0,0,7500.0,3,0,0,0,2.0,0,2500.0
0.785049709,40,2,0.19542966,4200.0,5,0,0,0,1.0,2,2100.0
0.030183679,51,0,0.524702172,5707.0,11,0,2,0,1.0,0,2853.5
0.00319936,62,0,0,0.0,2,0,0,0,0.0,0,0.0
0.9999999,33,0,0.110935024,4416.0,2,0,0,0,0.0,0,4416.0
0.9999999,39,0,0.016431621,7728.0,1,0,0,0,2.0,0,2576.0
0.051592604,60,1,0.124886384,5500.0,10,0,0,0,0.0,1,5500.0
0.290919318,43,0,0.629237076,10000.0,13,0,4,0,0.0,0,10000.0
0.098850506,82,0,0.016610188,18000.0,8,0,0,0,1.0,0,9000.0
0.369232503,57,0,0.590996352,10417.0,11,0,4,0,0.0,0,10417.0
0,68,0,0.634674923,1614.0,9,0,1,0,1.0,0,807.0
0.03524973,70,0,0.005332622,7500.0,9,0,0,0,0.0,0,7500.0
0.601609658,37,0,0.29054975,4401.0,6,0,0,0,0.0,0,4401.0
0.126658223,36,0,0.28969697,4949.0,4,0,1,0,2.0,0,1649.6666666666667
0.451438181,60,0,0.748898678,5220.0,16,0,2,0,0.0,0,5220.0
0.004579803,50,0,0.131676664,3500.0,7,0,0,0,0.0,0,3500.0
0,32,0,0.673864895,5417.0,8,0,3,0,1.0,0,2708.5
0.291585756,49,0,0.470569263,6200.0,12,0,1,0,0.0,0,6200.0
0.844157581,54,1,0.224955009,5000.0,7,0,0,0,1.0,1,2500.0
0.368930001,65,0,0.425809822,5741.0,7,0,2,0,0.0,0,5741.0
0.140535221,70,0,0.177468309,5600.0,6,0,1,0,0.0,0,5600.0
0.9999999,24,0,0,250.0,1,0,0,0,0.0,0,250.0
0.9999999,80,0,0.027243189,4000.0,0,0,0,0,0.0,0,4000.0
0.104748408,40,0,0.588983821,5500.0,20,0,2,0,2.0,0,1833.3333333333333
0.026511548,51,0,0.297629249,3500.0,8,0,1,0,4.0,0,700.0
0.727003379,56,0,0.520957469,9733.0,5,0,2,0,0.0,0,9733.0
0.028025649,72,0,0.145941623,5001.0,6,0,0,0,0.0,0,5001.0
0.366164567,53,0,0.369908016,4565.0,9,0,0,0,0.0,0,4565.0
0.011392245,74,0,36,0.0,4,0,0,0,0.0,0,0.0
0.039870539,67,1,0.248480756,10366.0,14,0,1,0,1.0,1,5183.0
0.006503614,63,0,0.090306032,11305.0,8,0,0,0,0.0,0,11305.0
0,41,0,0.2426784,7272.0,8,0,1,0,2.0,0,2424.0
0.170185762,50,0,0.441662334,25000.0,6,0,4,0,5.0,0,4166.666666666667
0.003343747,83,0,0.15663186,4500.0,13,0,0,0,1.0,0,2250.0
0.059358693,56,0,0.428742834,7500.0,12,0,2,0,0.0,0,7500.0
0.025862288,62,0,0.005086827,5700.0,6,0,0,0,1.0,0,2850.0
0.780481985,48,0,0.977404519,5000.0,10,0,2,0,2.0,0,1666.6666666666667
0.169432728,48,0,1095.05.00,1.0,13,0,1,0,2.0,0,0.3333333333333333
0.663046289,43,1,0.785476349,1500.0,6,0,1,0,0.0,1,1500.0
0.307642014,73,1,0.265762171,1252.0,15,0,0,0,0.0,1,1252.0
0.982007197,33,1,0.24221651,3500.0,5,1,0,0,0.0,2,3500.0
0.009207238,83,0,0.003427592,3500.0,6,0,0,0,0.0,0,3500.0
0,34,0,0.423366423,9166.0,6,0,1,0,1.0,0,4583.0
0.884798909,51,0,0.459466459,3860.0,10,0,1,0,1.0,0,1930.0
0.043298557,67,0,1055,0.0,6,0,1,0,0.0,0,0.0
0.093543836,50,0,0.241024664,10500.0,15,0,1,0,0.0,0,10500.0
1.148.335.223,30,0,0.975609756,1680.0,16,0,0,0,0.0,0,1680.0
0.868065967,35,7,0.345936156,4416.0,14,0,2,3,1.0,10,2208.0
0.9999999,49,0,0.788971451,12784.0,5,0,4,0,3.0,0,3196.0
0.983813378,51,0,0.151426286,3750.0,7,1,0,0,0.0,1,3750.0
0.910635093,59,0,0.366842319,7400.0,9,0,2,0,0.0,0,7400.0
0.387215271,37,0,0.284518159,18750.0,12,0,1,0,2.0,0,6250.0
0.046484285,85,0,0.103800452,10182.0,10,0,1,0,0.0,0,10182.0
0,23,0,0,3500.0,1,0,0,0,1.0,0,1750.0
0.109017377,30,0,0.367763432,2400.0,6,0,1,0,3.0,0,600.0
0.032988283,74,0,0.048427359,2002.0,16,0,0,0,0.0,0,2002.0
0.069897343,51,0,0.324307692,14624.0,15,0,1,0,1.0,0,7312.0
0.112559113,52,0,0.371942778,6500.0,18,0,1,0,0.0,0,6500.0
0.349498941,55,0,0.370691856,7833.0,10,0,1,0,0.0,0,7833.0
0.020955475,72,0,0.286442711,3333.0,10,0,1,0,0.0,0,3333.0
0.631032494,43,1,0.363545485,3000.0,7,0,0,0,0.0,1,3000.0
0.155894919,32,0,0.264391091,3456.0,5,0,1,0,0.0,0,3456.0
0.30413402,60,2,0.354237716,15833.0,14,0,2,0,1.0,2,7916.5
0.020536084,61,0,0.065804935,5105.0,3,0,0,0,0.0,0,5105.0
0.366185701,54,0,0.756097561,3771.0,11,0,1,0,1.0,0,1885.5
0.146135168,60,0,0.083602054,8372.0,9,0,0,0,0.0,0,8372.0
0.111422481,54,0,0.284543091,5000.0,7,0,1,0,2.0,0,1666.6666666666667
100.465.437,38,2,4.258.823.529,1189.0,5,0,2,0,1.0,2,594.5
0.54162696,46,0,0.493619261,7600.0,11,0,1,0,0.0,0,7600.0
0.585518335,56,0,0.261797342,8200.0,10,0,1,0,0.0,0,8200.0
0.014213778,42,0,0.146903638,3600.0,7,0,0,0,0.0,0,3600.0
0.042636637,65,0,0.56686306,5600.0,9,0,5,0,0.0,0,5600.0
0.01339933,71,0,0.01283697,2336.0,3,0,0,0,1.0,0,1168.0
0.3959901,58,0,0.277340332,5714.0,10,0,1,0,0.0,0,5714.0
0.9999999,52,0,0,4200.0,0,1,0,0,5.0,1,700.0
0.876241485,54,0,0.550430594,6850.0,19,0,1,0,1.0,0,3425.0
0,62,0,0,12600.0,6,0,0,0,1.0,0,6300.0
0.9999999,33,1,0.13197196,3280.0,2,1,0,0,0.0,2,3280.0
0.02215552,62,0,0.31596674,9500.0,6,0,2,0,1.0,0,4750.0
0.257446451,52,0,0.531682363,8600.0,11,0,4,0,2.0,0,2866.6666666666665
0.006862611,70,0,0.141746111,3985.0,11,0,1,0,1.0,0,1992.5
0.058085205,60,0,0.467565682,4300.0,5,0,1,0,1.0,0,2150.0
0.016695973,73,0,0.018920813,1426.0,4,0,0,0,0.0,0,1426.0
0.9999999,28,0,0.058439062,2600.0,2,2,0,0,2.0,2,866.6666666666666
0.001015157,59,0,0.2296717,7218.0,10,0,1,0,0.0,0,7218.0
0,40,0,0.143107112,8000.0,3,0,0,0,0.0,0,8000.0
0.667941418,55,0,0.5217995,3600.0,10,0,1,0,1.0,0,1800.0
0.503864207,67,0,1.272.756.308,3130.0,13,0,2,0,0.0,0,3130.0
0.751619627,56,4,0.353699697,11554.0,12,0,2,0,2.0,4,3851.3333333333335
0.187741374,44,0,0.718122084,10500.0,19,0,3,0,3.0,0,2625.0
0.382486054,43,0,0.231208713,5600.0,6,0,1,0,0.0,0,5600.0
0.082207897,67,0,0.404836051,5458.0,16,0,2,0,0.0,0,5458.0
0.241312697,48,0,0.345003287,6083.0,14,0,2,0,1.0,0,3041.5
0.17812163,57,0,0.408559233,18038.0,24,0,4,0,0.0,0,18038.0
0.357025953,37,0,0.454848384,3000.0,10,1,0,1,0.0,2,3000.0
0.001679539,60,0,0.176676458,16000.0,14,0,1,0,0.0,0,16000.0
0.015746829,74,0,0.117024405,3400.0,10,0,0,0,0.0,0,3400.0
0.079967174,58,0,0.477596625,8770.0,8,0,3,0,1.0,0,4385.0
0.200506461,57,0,0.015723808,5850.0,4,0,0,0,1.0,0,2925.0
0.985602879,53,1,0.381117001,13016.0,5,0,1,0,4.0,1,2603.2
0.292296173,32,0,0.570085983,5000.0,16,0,2,0,2.0,0,1666.6666666666667
0.353858457,50,0,0.938530735,2000.0,5,0,1,0,1.0,0,1000.0
0.236657966,67,0,0.421223355,2157.0,8,0,0,0,0.0,0,2157.0
0.00146756,51,0,0.222336947,5810.0,14,0,1,0,0.0,0,5810.0
0.21466808,53,0,0.1979901,6666.0,12,0,0,0,1.0,0,3333.0
0.863213679,29,0,0.102670277,18836.0,4,0,1,0,2.0,0,6278.666666666667
0,40,0,0.013607331,3600.0,1,1,0,0,4.0,1,720.0
0.181352331,35,1,0.504427306,3500.0,5,0,1,0,0.0,1,3500.0
0.244603565,60,0,0.482172609,3000.0,8,0,1,0,1.0,0,1500.0
0.336146168,48,1,0.359528094,5000.0,14,0,1,0,1.0,1,2500.0
1.009.464.204,38,2,0.115267508,4597.0,6,0,0,0,0.0,2,4597.0
0.071309805,48,0,0.180882644,15158.0,11,0,2,0,3.0,0,3789.5
0.002281516,43,1,0.178974394,14800.0,7,0,2,0,2.0,1,4933.333333333333
0.898033126,55,1,0.506091846,3200.0,11,0,1,0,1.0,1,1600.0
0.013820003,83,0,0.036758404,10500.0,11,0,2,0,0.0,0,10500.0
0.309871757,47,0,0.281337372,8583.0,10,0,1,0,0.0,0,8583.0
0.337288362,45,1,0.01659292,4519.0,1,0,0,0,4.0,1,903.8
0.083446959,28,0,0.188550587,6305.0,7,0,0,0,3.0,0,1576.25
0.032525935,72,0,0.230713422,8269.0,7,0,2,0,0.0,0,8269.0
0.116640482,68,0,0.180023923,1671.0,7,0,1,0,0.0,0,1671.0
0,67,0,0.021000276,7237.0,3,0,0,0,0.0,0,7237.0
0.718080791,32,0,455.904.059,1083.0,5,0,2,0,0.0,0,1083.0
0.508511213,23,0,0.182752294,2724.0,2,0,0,0,2.0,0,908.0
0.331414857,54,2,0.799634651,10400.0,5,0,3,0,0.0,2,10400.0
0.141581805,60,0,0.653789004,5383.0,15,0,2,0,0.0,0,5383.0
1.029.436.268,46,0,0.074973224,2800.0,10,0,0,0,1.0,0,1400.0
0.493014083,54,0,0.516291087,6966.0,11,0,1,0,1.0,0,3483.0
0.916016797,33,1,0.297907795,5400.0,8,0,1,0,2.0,1,1800.0
0.005618869,77,0,0.214637579,4262.0,9,0,1,1,0.0,1,4262.0
0.004712387,31,0,0.390025876,4250.0,18,0,1,1,1.0,1,2125.0
0,65,0,0.323632031,11750.0,6,0,2,0,0.0,0,11750.0
1.071.547.421,31,4,0.097503189,5486.0,6,1,0,3,2.0,8,1828.6666666666667
0.663352462,25,2,0.173930428,2500.0,14,0,0,0,2.0,2,833.3333333333334
0.270693178,54,0,0.486849683,5208.0,13,0,1,1,2.0,1,1736.0
0.904019196,30,3,0.137643726,6000.0,7,0,0,0,1.0,3,3000.0
0.011865779,43,1,0.451077446,20000.0,9,0,3,0,4.0,1,4000.0
0.147426795,40,0,0.542397396,5530.0,17,0,1,0,2.0,0,1843.3333333333333
0.821835633,36,1,0.412165036,2350.0,5,0,0,0,0.0,1,2350.0
0.136356659,43,0,0.072081764,24166.0,4,0,1,0,2.0,0,8055.333333333333
0.788166424,59,0,0.602232961,6000.0,13,0,0,0,0.0,0,6000.0
0.138401932,62,0,103.814.965,5425.0,16,0,7,0,0.0,0,5425.0
0.317278045,50,0,0.573416977,5100.0,8,0,1,0,2.0,0,1700.0
0.337406653,45,0,0.162930793,14275.0,14,0,0,0,1.0,0,7137.5
0.123279929,36,0,0.30591819,2297.0,7,0,0,0,0.0,0,2297.0
0.771147506,59,3,0.39661746,10228.0,11,4,1,0,0.0,7,10228.0
0.328528148,83,0,0.463089485,6000.0,6,0,2,0,0.0,0,6000.0
0.010239227,61,0,0.005982427,5348.0,13,0,0,0,0.0,0,5348.0
0.009866535,53,1,0.24888757,6741.0,13,0,2,0,2.0,1,2247.0
0.346254522,46,0,0.582536164,17143.0,14,0,5,0,3.0,0,4285.75
0.360382932,51,0,0.876749682,5500.0,20,0,1,0,1.0,0,2750.0
0.343730185,57,0,0.237847504,6150.0,9,0,0,0,0.0,0,6150.0
0.336605818,53,1,0.175374963,10200.0,8,0,1,0,1.0,1,5100.0
0.194640268,43,0,4139,0.0,5,0,1,0,3.0,0,0.0
0.000435477,62,0,0,4700.0,6,0,0,0,0.0,0,4700.0
0.627858098,54,0,0.164475316,4030.0,6,0,0,0,1.0,0,2015.0
0.9999999,25,0,0.206164098,2400.0,4,0,0,0,0.0,0,2400.0
0.9999999,30,0,0,2400.0,0,1,0,0,0.0,1,2400.0
0.000535695,59,0,0.972507582,10220.0,11,0,4,0,0.0,0,10220.0
0.018310297,64,0,1722,0.0,10,0,1,0,0.0,0,0.0
0.151721529,52,0,0.515871032,4000.0,8,0,1,0,0.0,0,4000.0
0.034198171,64,0,1.336.658.354,400.0,16,0,1,0,1.0,0,200.0
0.207212438,50,0,0.122671353,2844.0,3,0,0,0,2.0,0,948.0
0.491415076,59,0,0.538665981,11663.0,12,0,2,0,0.0,0,11663.0
0.9999999,26,0,0.001796212,6123.0,0,0,0,0,0.0,0,6123.0
0.01383828,55,0,0.173557232,9408.0,7,0,2,0,3.0,0,2352.0
0.011343317,48,0,0.173707254,8450.0,16,0,3,0,0.0,0,8450.0
0.167363132,64,0,0.234269953,5800.0,13,0,1,0,1.0,0,2900.0
0.085625324,67,0,0.386176632,3645.0,8,0,1,0,0.0,0,3645.0
0.337966203,64,0,0.275272162,4500.0,4,0,1,0,1.0,0,2250.0
0.013974129,53,0,0.135480289,1800.0,15,0,0,0,2.0,0,600.0
0.004859662,67,0,0.174281677,4245.0,6,0,0,0,0.0,0,4245.0
0.165977203,49,0,0.487172706,3780.0,9,0,1,0,2.0,0,1260.0
0.483694074,40,0,0.181127549,2500.0,7,0,0,0,2.0,0,833.3333333333334
0.044045522,57,0,0.12407802,6100.0,5,0,0,0,0.0,0,6100.0
0.506020582,60,2,0.156284372,10000.0,7,0,0,0,0.0,2,10000.0
0.608778203,39,0,0.346413397,4000.0,5,0,0,0,3.0,0,1000.0
0.075649442,62,0,0.157576775,5958.0,16,0,0,0,0.0,0,5958.0
0.005285463,51,0,0.219657483,9400.0,8,0,1,0,0.0,0,9400.0
0.02567635,79,0,0.011247188,4000.0,6,0,0,0,0.0,0,4000.0
0.437312537,26,1,0.259884496,2250.0,3,0,0,0,0.0,1,2250.0
0.493657995,45,0,0.063913244,4333.0,10,0,0,0,0.0,0,4333.0
0.0098059,80,0,0.109041345,2200.0,10,0,0,0,0.0,0,2200.0
0,49,0,0.129211865,10416.0,4,0,1,0,3.0,0,2604.0
0.493789941,38,0,0.541235136,5213.0,8,0,1,0,2.0,0,1737.6666666666667
0.022131858,90,0,0.008370895,1552.0,3,0,0,0,0.0,0,1552.0
